Progeny Sire    Dam     Sex  G   NMPrg NFPrg F        Homo     Phen      Res       Polygene  QTL       Final_EBV
1243    22      516     F   2    2     2     0.000000 0.692222 +0.805583 +0.475223 +0.000000 +0.330359 +0.092339
1244    35      590     M   2    0     0     0.000000 0.689689       --- +0.000000 +0.000000 +0.825198 +0.184989
1245    501     94      M   2    0     0     0.000000 0.708267       --- +0.000000 +0.000000 -0.135955 +0.001879
1246    593     832     F   2    0     0     0.000000 0.691400 -1.023746 -0.521208 +0.000000 -0.502538 +0.119515
1247    19      158     M   2    0     0     0.000000 0.688444       --- +0.000000 +0.000000 +0.059870 +0.029454
1248    22      204     M   2    0     0     0.000000 0.686267       --- +0.000000 +0.000000 +0.148889 +0.011475
1249    19      384     M   2    0     0     0.000000 0.704289       --- +0.000000 +0.000000 +0.175073 +0.147658
1250    6       248     M   2    0     0     0.000000 0.686867       --- +0.000000 +0.000000 +0.363784 -0.080326
1251    731     373     F   2    0     0     0.000000 0.678244 -0.698591 -0.916138 +0.000000 +0.217547 +0.048546
1252    592     669     F   2    3     1     0.000000 0.700156 +0.559591 +0.000471 +0.000000 +0.559120 +0.130093
1253    3       810     F   2    1     7     0.000000 0.698800 +1.843783 +1.572792 +0.000000 +0.270991 +0.444334
1254    890     249     M   2    0     0     0.000000 0.703800       --- +0.000000 +0.000000 +0.449415 -0.022533
1255    3       698     M   2    0     0     0.000000 0.696711       --- +0.000000 +0.000000 +0.220179 +0.239788
1256    24      149     F   2    1     3     0.000000 0.698711 +0.343522 +0.424267 +0.000000 -0.080745 +0.116027
1257    43      325     F   2    0     0     0.000000 0.708978 +0.573975 +0.790099 +0.000000 -0.216124 +0.040312
1258    24      341     M   2    0     0     0.000000 0.682267       --- +0.000000 +0.000000 -0.319297 +0.067539
1259    32      148     F   2    0     0     0.000000 0.689867 -0.481421 -0.809703 +0.000000 +0.328282 -0.015420
1260    890     342     M   2    0     0     0.000000 0.705933       --- +0.000000 +0.000000 -0.089467 +0.008537
1261    14      122     M   2    0     0     0.000000 0.702222       --- +0.000000 +0.000000 +0.275342 +0.018051
1262    517     152     M   2    0     0     0.000000 0.687400       --- +0.000000 +0.000000 +0.433851 +0.007867
1263    45      297     F   2    0     0     0.000000 0.716733 -1.191746 -1.398902 +0.000000 +0.207156 +0.022720
1264    592     273     F   2    1     3     0.000000 0.715200 +0.176551 -0.511741 +0.000000 +0.688292 +0.126356
1265    517     313     M   2    0     0     0.000000 0.707422       --- +0.000000 +0.000000 +0.285216 +0.038397
1266    14      217     M   2    0     0     0.000000 0.688667       --- +0.000000 +0.000000 +0.287083 +0.057235
1267    39      141     F   2    0     0     0.000000 0.710667 -1.203356 -2.010362 +0.000000 +0.807006 -0.154736
1268    12      432     F   2    3     4     0.000000 0.720378 +1.304498 +1.219330 +0.000000 +0.085168 +0.305863
1269    731     102     F   2    0     0     0.000000 0.686378 +0.596766 +0.028286 +0.000000 +0.568480 +0.015525
1270    19      103     F   2    0     0     0.000000 0.699067 -0.152143 -0.395861 +0.000000 +0.243718 +0.061428
1271    43      293     M   2    0     0     0.000000 0.683222       --- +0.000000 +0.000000 +0.029079 +0.052259
1272    894     263     M   2    0     0     0.000000 0.710978       --- +0.000000 +0.000000 +0.090022 +0.056792
1273    13      143     F   2    0     0     0.000000 0.722267 -0.828451 -0.880160 +0.000000 +0.051709 -0.148897
1274    45      207     M   2    0     0     0.000000 0.701089       --- +0.000000 +0.000000 -0.327790 +0.068244
1275    512     321     F   2    0     0     0.000000 0.682156 -1.653297 -1.716396 +0.000000 +0.063099 -0.095703
1276    800     911     F   2    4     4     0.000000 0.685711 +0.213693 +0.007994 +0.000000 +0.205699 +0.277385
1277    589     901     F   2    0     0     0.000000 0.718356 -0.779815 -0.281333 +0.000000 -0.498482 +0.085271
1278    510     397     F   2    0     0     0.000000 0.702022 -1.216290 -1.682587 +0.000000 +0.466297 +0.006640
1279    5       467     F   2    0     0     0.000000 0.706733 -1.674999 -1.617972 +0.000000 -0.057027 -0.105675
1280    13      307     F   2    0     0     0.000000 0.704200 +0.279212 -0.265836 +0.000000 +0.545047 -0.078208
1281    14      291     F   2    2     4     0.000000 0.691533 +0.486551 +0.154971 +0.000000 +0.331580 +0.180756
1282    645     520     F   2    0     0     0.000000 0.692111 -1.285378 -0.866415 +0.000000 -0.418962 -0.032068
1283    25      111     F   2    0     0     0.000000 0.686711 -1.264629 -1.057502 +0.000000 -0.207126 -0.114883
1284    27      234     F   2    0     0     0.000000 0.704600 +0.659401 +0.422460 +0.000000 +0.236941 -0.003623
1285    899     129     M   2    0     0     0.000000 0.701333       --- +0.000000 +0.000000 +0.020611 +0.049611
1286    44      318     F   2    0     0     0.000000 0.686289 -0.556133 +0.102766 +0.000000 -0.658899 +0.041619
1287    907     220     F   2    0     0     0.000000 0.701733 +0.237374 +0.281184 +0.000000 -0.043810 +0.093742
1288    39      389     F   2    0     0     0.000000 0.704267 -1.254302 -1.762533 +0.000000 +0.508231 -0.133707
1289    592     302     M   2    0     0     0.000000 0.706600       --- +0.000000 +0.000000 +0.000213 -0.010216
1290    27      299     M   2    0     0     0.000000 0.678378       --- +0.000000 +0.000000 -0.251048 -0.036155
1291    45      366     M   2    0     0     0.000000 0.704644       --- +0.000000 +0.000000 +0.412237 +0.052165
1292    5       446     M   2    0     0     0.000000 0.683356       --- +0.000000 +0.000000 +0.083372 +0.030494
1293    38      442     F   2    0     0     0.000000 0.706067 -0.330870 -0.433109 +0.000000 +0.102239 -0.043611
1294    672     95      M   2    0     0     0.000000 0.702844       --- +0.000000 +0.000000 +0.298054 +0.153786
1295    501     306     M   2    0     0     0.000000 0.704644       --- +0.000000 +0.000000 -0.014181 +0.061680
1296    32      278     M   2    0     0     0.000000 0.706756       --- +0.000000 +0.000000 +0.348032 +0.023654
1297    14      166     F   2    0     0     0.000000 0.695933 -0.045344 +0.026586 +0.000000 -0.071930 -0.012497
1298    12      588     F   2    0     0     0.000000 0.693400 -1.551750 -1.602988 +0.000000 +0.051238 +0.259141
1299    589     671     F   2    3     3     0.000000 0.692867 +1.109605 +0.554590 +0.000000 +0.555015 +0.186119
1300    23      349     F   2    4     1     0.000000 0.689289 +0.922349 +0.974437 +0.000000 -0.052087 +0.186153
1301    890     750     F   2    0     0     0.000000 0.712400 -0.652321 -0.735424 +0.000000 +0.083102 -0.010132
1302    3       192     F   2    0     0     0.000000 0.692467 -0.532180 -0.728032 +0.000000 +0.195852 +0.163340
1303    35      317     F   2    0     0     0.000000 0.698778 -0.696242 -0.963556 +0.000000 +0.267314 -0.032104
1304    645     853     M   2    0     0     0.000000 0.696244       --- +0.000000 +0.000000 +0.241836 +0.151744
1305    27      535     M   2    0     0     0.000000 0.713644       --- +0.000000 +0.000000 +0.642815 +0.055894
1306    894     179     F   2    4     1     0.000000 0.713978 +1.756768 +1.970025 +0.000000 -0.213257 +0.165700
1307    23      116     F   2    0     0     0.000000 0.700800 +0.054125 -0.541449 +0.000000 +0.595574 +0.080783
1308    731     385     M   2    0     0     0.000000 0.712222       --- +0.000000 +0.000000 +0.030762 -0.009674
1309    33      411     F   2    0     0     0.000000 0.707600 -1.357024 -0.924346 +0.000000 -0.432678 -0.006112
1310    38      178     F   2    0     0     0.000000 0.695733 -0.405542 +0.237353 +0.000000 -0.642895 +0.005228
1311    513     886     M   2    0     0     0.000000 0.689600       --- +0.000000 +0.000000 -0.062172 +0.068666
1312    32      892     M   2    0     0     0.000000 0.688111       --- +0.000000 +0.000000 -0.227712 +0.129997
1313    17      489     F   2    0     0     0.000000 0.707267 -0.336240 +0.286676 +0.000000 -0.622916 -0.083280
1314    25      254     M   2    0     0     0.000000 0.701267       --- +0.000000 +0.000000 +0.074407 +0.000781
1315    43      186     M   2    0     0     0.000000 0.693600       --- +0.000000 +0.000000 -0.094984 +0.014175
1316    24      283     F   2    0     0     0.000000 0.705200 -0.661137 -0.235609 +0.000000 -0.425529 +0.000506
1317    12      91      M   2    0     0     0.000000 0.681889       --- +0.000000 +0.000000 +0.064673 +0.218430
1318    27      490     M   2    0     0     0.000000 0.711489       --- +0.000000 +0.000000 +0.220782 +0.008127
1319    2       409     F   2    0     0     0.000000 0.693733 -0.306934 -0.455619 +0.000000 +0.148685 +0.004838
1320    43      104     F   2    0     4     0.000000 0.697578 +0.242556 +0.060202 +0.000000 +0.182354 +0.129496
1321    894     196     M   2    0     0     0.000000 0.715800       --- +0.000000 +0.000000 -0.162849 +0.045243
1322    7       494     F   2    1     3     0.000000 0.676311 +1.799496 +2.167544 +0.000000 -0.368048 +0.073868
1323    38      690     F   2    0     0     0.000000 0.701000 -1.056747 -1.011273 +0.000000 -0.045474 -0.057076
1324    13      460     M   2    0     0     0.000000 0.707778       --- +0.000000 +0.000000 -0.146203 -0.041712
1325    43      481     F   2    0     0     0.000000 0.689689 -0.167045 -0.372627 +0.000000 +0.205582 +0.009125
1326    33      147     M   2    0     0     0.000000 0.714756       --- +0.000000 +0.000000 -0.147944 -0.007394
1327    5       173     M   2    0     0     0.000000 0.701311       --- +0.000000 +0.000000 -0.329327 +0.002994
1328    510     188     M   2    0     0     0.000000 0.706022       --- +0.000000 +0.000000 +0.446900 -0.053416
1329    32      172     M   2    0     0     0.000000 0.685044       --- +0.000000 +0.000000 +0.165805 +0.043188
1330    38      101     F   2    3     0     0.000000 0.721200 +1.306330 +1.423684 +0.000000 -0.117354 +0.062153
1331    513     394     F   2    0     0     0.000000 0.720089 -0.048574 -0.261325 +0.000000 +0.212750 -0.061006
1332    501     120     F   2    0     0     0.000000 0.708556 -1.102311 -0.821094 +0.000000 -0.281217 -0.031642
1333    23      115     F   2    0     0     0.000000 0.704378 -0.148412 -0.419686 +0.000000 +0.271273 +0.086878
1334    513     323     F   2    0     0     0.000000 0.687911 +0.444458 +0.541376 +0.000000 -0.096918 -0.035395
1335    6       235     F   2    0     0     0.000000 0.694311 +0.024731 -0.220643 +0.000000 +0.245374 -0.075491
1336    39      451     M   2    0     0     0.000000 0.699067       --- +0.000000 +0.000000 -0.075788 -0.072857
1337    19      378     M   2    0     0     0.000000 0.710933       --- +0.000000 +0.000000 -0.193975 +0.088344
1338    3       218     M   2    16    14    0.000000 0.682489       --- +0.000000 +0.000000 +0.197322 +0.233427
1339    19      847     M   2    0     0     0.000000 0.711067       --- +0.000000 +0.000000 -0.121549 +0.079631
1340    35      387     M   2    0     0     0.000000 0.706333       --- +0.000000 +0.000000 +0.619708 -0.039537
1341    10      238     F   2    2     3     0.000000 0.696489 +0.389625 +0.003847 +0.000000 +0.385777 +0.159390
1342    10      455     F   2    0     0     0.000000 0.700600 -0.987312 -0.989682 +0.000000 +0.002370 +0.025412
1343    890     350     F   2    0     0     0.000000 0.695889 +0.186074 -0.268470 +0.000000 +0.454544 +0.047101
1344    10      171     M   2    0     0     0.000000 0.704378       --- +0.000000 +0.000000 -0.193077 +0.045681
1345    10      118     M   2    0     0     0.000000 0.697800       --- +0.000000 +0.000000 -0.494507 +0.089133
1346    593     488     M   2    0     0     0.000000 0.698133       --- +0.000000 +0.000000 +0.092758 +0.137926
1347    894     714     F   2    0     0     0.000000 0.704933 -1.577156 -1.454147 +0.000000 -0.123009 +0.034218
1348    731     320     M   2    0     0     0.000000 0.694733       --- +0.000000 +0.000000 +0.337574 +0.055020
1349    23      473     M   2    0     0     0.000000 0.702311       --- +0.000000 +0.000000 +0.083222 +0.100075
1350    501     79      F   2    0     0     0.000000 0.701244 -0.434379 -0.507849 +0.000000 +0.073471 -0.034456
1351    35      755     M   2    0     0     0.000000 0.711178       --- +0.000000 +0.000000 +0.255417 -0.013300
1352    513     54      F   2    0     0     0.000000 0.699689 -0.654101 -0.783076 +0.000000 +0.128975 -0.027224
1353    644     66      M   2    0     0     0.000000 0.692533       --- +0.000000 +0.000000 +0.442365 -0.030326
1354    24      689     F   2    0     0     0.000000 0.706578 -0.530792 -0.271376 +0.000000 -0.259417 +0.065222
1355    510     395     M   2    0     0     0.000000 0.686578       --- +0.000000 +0.000000 +0.341911 -0.026522
1356    513     243     F   2    0     0     0.000000 0.696889 -0.890383 -1.031121 +0.000000 +0.140738 -0.012358
1357    23      835     F   2    4     3     0.000000 0.700378 +1.403366 +1.150314 +0.000000 +0.253052 +0.310698
1358    894     63      F   2    3     2     0.000000 0.691333 +1.648724 +1.397144 +0.000000 +0.251580 +0.179180
1359    645     365     M   2    0     0     0.000000 0.690222       --- +0.000000 +0.000000 -0.337201 -0.018660
1360    14      465     F   2    0     5     0.000000 0.710911 +0.361334 +0.301536 +0.000000 +0.059798 +0.108519
1361    14      289     M   2    0     0     0.000000 0.702000       --- +0.000000 +0.000000 -0.245947 +0.015463
1362    26      191     F   2    0     0     0.000000 0.703822 -0.160481 +0.163890 +0.000000 -0.324370 +0.116653
1363    21      915     M   2    5     5     0.000000 0.717111       --- +0.000000 +0.000000 +0.338615 +0.152614
1364    27      125     F   2    0     0     0.000000 0.718933 -0.537269 -0.631361 +0.000000 +0.094092 -0.051991
1365    35      888     F   2    0     0     0.000000 0.708889 -0.796775 -1.109616 +0.000000 +0.312841 -0.009539
1366    800     132     F   2    2     3     0.000000 0.710644 +0.315450 +0.359961 +0.000000 -0.044511 +0.123166
1367    800     206     F   2    4     1     0.000000 0.704222 +0.119792 -0.212403 +0.000000 +0.332195 +0.188585
1368    12      509     F   2    0     0     0.000000 0.706067 -0.750217 -0.745946 +0.000000 -0.004271 +0.158397
1369    645     830     M   2    0     0     0.000000 0.694333       --- +0.000000 +0.000000 +0.016425 +0.049993
1370    21      352     M   2    0     0     0.000000 0.706333       --- +0.000000 +0.000000 +0.181385 +0.044143
1371    5       487     M   2    0     0     0.000000 0.696689       --- +0.000000 +0.000000 -0.102607 +0.045301
1372    5       51      M   2    0     0     0.000000 0.700400       --- +0.000000 +0.000000 +0.334008 +0.055892
1373    10      506     F   2    2     2     0.000000 0.701333 -0.500894 -1.036427 +0.000000 +0.535532 +0.029731
1374    35      557     F   2    0     0     0.000000 0.704933 +0.595666 +0.312731 +0.000000 +0.282936 +0.061312
1375    43      329     M   2    0     0     0.000000 0.693556       --- +0.000000 +0.000000 -0.582543 +0.041403
1376    2       916     F   2    2     3     0.000000 0.706689 +0.964776 +0.807788 +0.000000 +0.156988 +0.119823
1377    510     70      F   2    0     0     0.000000 0.708733 +0.254153 +0.520961 +0.000000 -0.266808 +0.057605
1378    593     241     M   2    0     0     0.000000 0.712089       --- +0.000000 +0.000000 +0.267962 +0.097654
1379    589     493     M   2    0     0     0.000000 0.701689       --- +0.000000 +0.000000 +0.178560 +0.082045
